step,reward,actual_inspection_rate,target_sampling_rate,attack_intensity,fpr,fnr,avg_sq,tp,tn,fp,fn
324,-2.0,1.0,1.0,0.016,0.0,0.0,242.048,16,984,0,0
325,-2.0,1.0,1.0,0.015,0.0,0.0,239.545,15,985,0,0
326,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
327,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
328,-2.0,1.0,1.0,0.007,0.0,0.0,219.521,7,993,0,0
329,-2.0,1.0,1.0,0.004,0.0,0.0,212.012,4,996,0,0
330,-2.0,1.0,1.0,0.015,0.0,0.0,239.545,15,985,0,0
331,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
332,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
333,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
334,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
335,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
336,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
337,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
338,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
339,-2.0,1.0,1.0,0.009,0.0,0.0,224.527,9,991,0,0
340,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
341,-2.0,1.0,1.0,0.013,0.0,0.0,234.539,13,987,0,0
342,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
343,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
344,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
345,-2.0,1.0,1.0,0.007,0.0,0.0,219.521,7,993,0,0
346,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
347,-2.0,1.0,1.0,0.005,0.0,0.0,214.515,5,995,0,0
348,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
349,-2.0,1.0,1.0,0.007,0.0,0.0,219.521,7,993,0,0
350,-1.0426666736602783,0.964,0.5213333368301392,0.0,0.0,0.0,194.728,0,1000,0,0
351,-0.84266597032547,0.425,0.421332985162735,0.0,0.0,0.0,85.85,0,1000,0,0
352,-0.9426659941673279,0.46,0.47133299708366394,0.0,0.0,0.0,92.92,0,1000,0,0
353,-1.042665958404541,0.513,0.5213329792022705,0.0,0.0,0.0,103.626,0,1000,0,0
354,-1.142665982246399,0.581,0.5713329911231995,0.0,0.0,0.0,117.362,0,1000,0,0
355,-1.2426660060882568,0.627,0.6213330030441284,0.0,0.0,0.0,126.654,0,1000,0,0
356,-1.4426660537719727,0.729,0.7213330268859863,0.0,0.0,0.0,147.258,0,1000,0,0
357,-1.4426660537719727,0.699,0.7213330268859863,0.0,0.0,0.0,141.198,0,1000,0,0
358,-1.3426660299301147,0.686,0.6713330149650574,0.0,0.0,0.0,138.572,0,1000,0,0
359,-1.4426660537719727,0.702,0.7213330268859863,0.0,0.0,0.0,141.804,0,1000,0,0
360,-1.542665958404541,0.78,0.7713329792022705,0.0,0.0,0.0,157.56,0,1000,0,0
361,-1.4426660537719727,0.732,0.7213330268859863,0.0,0.0,0.0,147.864,0,1000,0,0
362,-1.4426660537719727,0.739,0.7213330268859863,0.0,0.0,0.0,149.278,0,1000,0,0
363,-1.542665958404541,0.778,0.7713329792022705,0.0,0.0,0.0,157.156,0,1000,0,0
364,-1.642665982246399,0.821,0.8213329911231995,0.0,0.0,0.0,165.842,0,1000,0,0
365,-1.4426660537719727,0.718,0.7213330268859863,0.0,0.0,0.0,145.036,0,1000,0,0
366,-1.4426660537719727,0.714,0.7213330268859863,0.0,0.0,0.0,144.228,0,1000,0,0
367,-1.2426660060882568,0.608,0.6213330030441284,0.0,0.0,0.0,122.816,0,1000,0,0
368,-1.3426660299301147,0.657,0.6713330149650574,0.0,0.0,0.0,132.714,0,1000,0,0
369,-1.2426660060882568,0.62,0.6213330030441284,0.0,0.0,0.0,125.24,0,1000,0,0
370,-2.0,0.969,1.0,0.009,0.0,0.0,218.265,9,991,0,0
371,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
372,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
373,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
374,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
375,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
376,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
377,-2.0,1.0,1.0,0.015,0.0,0.0,239.545,15,985,0,0
378,-2.0,1.0,1.0,0.004,0.0,0.0,212.012,4,996,0,0
379,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
380,-1.4766666889190674,0.981,0.7383333444595337,0.0,0.0,0.0,198.162,0,1000,0,0
381,-1.576665997505188,0.746,0.788332998752594,0.0,0.0,0.0,150.692,0,1000,0,0
382,-1.3766659498214722,0.675,0.6883329749107361,0.0,0.0,0.0,136.35,0,1000,0,0
383,-1.2766660451889038,0.641,0.6383330225944519,0.0,0.0,0.0,129.482,0,1000,0,0
384,-1.176666021347046,0.601,0.588333010673523,0.0,0.0,0.0,121.402,0,1000,0,0
385,-1.2766660451889038,0.633,0.6383330225944519,0.0,0.0,0.0,127.866,0,1000,0,0
386,-1.3766659498214722,0.678,0.6883329749107361,0.0,0.0,0.0,136.956,0,1000,0,0
387,-1.47666597366333,0.736,0.738332986831665,0.0,0.0,0.0,148.672,0,1000,0,0
388,-1.47666597366333,0.732,0.738332986831665,0.0,0.0,0.0,147.864,0,1000,0,0
389,-1.47666597366333,0.718,0.738332986831665,0.0,0.0,0.0,145.036,0,1000,0,0
390,-2.0,0.982,1.0,0.008,0.0,0.0,218.388,8,992,0,0
391,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
392,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
393,-2.0,1.0,1.0,0.014,0.0,0.0,237.042,14,986,0,0
394,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
395,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
396,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
397,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
398,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
399,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
400,-2.0,1.0,1.0,0.11,0.0,0.0,477.33,110,890,0,0
401,-2.0,1.0,1.0,0.092,0.0,0.0,432.276,92,908,0,0
402,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
403,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
404,-2.0,1.0,1.0,0.102,0.0,0.0,457.306,102,898,0,0
405,-2.0,1.0,1.0,0.111,0.0,0.0,479.833,111,889,0,0
406,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
407,-2.0,1.0,1.0,0.087,0.0,0.0,419.761,87,913,0,0
408,-2.0,1.0,1.0,0.112,0.0,0.0,482.336,112,888,0,0
409,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
410,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
411,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
412,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
413,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
414,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
415,-2.0,1.0,1.0,0.086,0.0,0.0,417.258,86,914,0,0
416,-2.0,1.0,1.0,0.103,0.0,0.0,459.809,103,897,0,0
417,-2.0,1.0,1.0,0.111,0.0,0.0,479.833,111,889,0,0
418,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
419,-2.0,1.0,1.0,0.089,0.0,0.0,424.767,89,911,0,0
420,-2.0,1.0,1.0,0.112,0.0,0.0,482.336,112,888,0,0
421,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
422,-2.0,1.0,1.0,0.09,0.0,0.0,427.27,90,910,0,0
423,-2.0,1.0,1.0,0.084,0.0,0.0,412.252,84,916,0,0
424,-2.0,1.0,1.0,0.11,0.0,0.0,477.33,110,890,0,0
425,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
426,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
427,-2.0,1.0,1.0,0.102,0.0,0.0,457.306,102,898,0,0
428,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
429,-2.0,1.0,1.0,0.109,0.0,0.0,474.827,109,891,0,0
430,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
431,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
432,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
433,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
434,-2.0,1.0,1.0,0.083,0.0,0.0,409.749,83,917,0,0
435,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
436,-2.0,1.0,1.0,0.087,0.0,0.0,419.761,87,913,0,0
437,-2.0,1.0,1.0,0.111,0.0,0.0,479.833,111,889,0,0
438,-2.0,1.0,1.0,0.115,0.0,0.0,489.845,115,885,0,0
439,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
440,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
441,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
442,-2.0,1.0,1.0,0.113,0.0,0.0,484.839,113,887,0,0
443,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
444,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
445,-2.0,1.0,1.0,0.092,0.0,0.0,432.276,92,908,0,0
446,-2.0,1.0,1.0,0.095,0.0,0.0,439.785,95,905,0,0
447,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
448,-2.0,1.0,1.0,0.103,0.0,0.0,459.809,103,897,0,0
449,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
450,-2.0,1.0,1.0,0.091,0.0,0.0,429.773,91,909,0,0
451,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
452,-2.0,1.0,1.0,0.112,0.0,0.0,482.336,112,888,0,0
453,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
454,-2.0,1.0,1.0,0.113,0.0,0.0,484.839,113,887,0,0
455,-2.0,1.0,1.0,0.113,0.0,0.0,484.839,113,887,0,0
456,-2.0,1.0,1.0,0.116,0.0,0.0,492.348,116,884,0,0
457,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
458,-2.0,1.0,1.0,0.109,0.0,0.0,474.827,109,891,0,0
459,-2.0,1.0,1.0,0.106,0.0,0.0,467.318,106,894,0,0
460,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
461,-2.0,1.0,1.0,0.112,0.0,0.0,482.336,112,888,0,0
462,-2.0,1.0,1.0,0.106,0.0,0.0,467.318,106,894,0,0
463,-2.0,1.0,1.0,0.119,0.0,0.0,499.857,119,881,0,0
464,-2.0,1.0,1.0,0.108,0.0,0.0,472.324,108,892,0,0
465,-2.0,1.0,1.0,0.091,0.0,0.0,429.773,91,909,0,0
466,-2.0,1.0,1.0,0.098,0.0,0.0,447.294,98,902,0,0
467,-2.0,1.0,1.0,0.084,0.0,0.0,412.252,84,916,0,0
468,-2.0,1.0,1.0,0.09,0.0,0.0,427.27,90,910,0,0
469,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
470,-2.0,1.0,1.0,0.086,0.0,0.0,417.258,86,914,0,0
471,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
472,-2.0,1.0,1.0,0.114,0.0,0.0,487.342,114,886,0,0
473,-2.0,1.0,1.0,0.115,0.0,0.0,489.845,115,885,0,0
474,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
475,-2.0,1.0,1.0,0.095,0.0,0.0,439.785,95,905,0,0
476,-2.0,1.0,1.0,0.108,0.0,0.0,472.324,108,892,0,0
477,-2.0,1.0,1.0,0.12,0.0,0.0,502.36,120,880,0,0
478,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
479,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
480,-2.0,1.0,1.0,0.102,0.0,0.0,457.306,102,898,0,0
481,-2.0,1.0,1.0,0.092,0.0,0.0,432.276,92,908,0,0
482,-2.0,1.0,1.0,0.104,0.0,0.0,462.312,104,896,0,0
483,-2.0,1.0,1.0,0.114,0.0,0.0,487.342,114,886,0,0
484,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
485,-2.0,1.0,1.0,0.108,0.0,0.0,472.324,108,892,0,0
486,-2.0,1.0,1.0,0.109,0.0,0.0,474.827,109,891,0,0
487,-2.0,1.0,1.0,0.086,0.0,0.0,417.258,86,914,0,0
488,-2.0,1.0,1.0,0.112,0.0,0.0,482.336,112,888,0,0
489,-2.0,1.0,1.0,0.091,0.0,0.0,429.773,91,909,0,0
490,-2.0,1.0,1.0,0.104,0.0,0.0,462.312,104,896,0,0
491,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
492,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
493,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
494,-2.0,1.0,1.0,0.103,0.0,0.0,459.809,103,897,0,0
495,-2.0,1.0,1.0,0.093,0.0,0.0,434.779,93,907,0,0
496,-2.0,1.0,1.0,0.091,0.0,0.0,429.773,91,909,0,0
497,-2.0,1.0,1.0,0.112,0.0,0.0,482.336,112,888,0,0
498,-2.0,1.0,1.0,0.092,0.0,0.0,432.276,92,908,0,0
499,-2.0,1.0,1.0,0.094,0.0,0.0,437.282,94,906,0,0
500,-1.6666666269302368,0.978,0.8333333134651184,0.0,0.0,0.0,197.556,0,1000,0,0
501,-1.666666030883789,0.819,0.8333330154418945,0.0,0.0,0.0,165.438,0,1000,0,0
502,-1.5666660070419312,0.769,0.7833330035209656,0.0,0.0,0.0,155.338,0,1000,0,0
503,-1.666666030883789,0.809,0.8333330154418945,0.0,0.0,0.0,163.418,0,1000,0,0
504,-1.666666030883789,0.831,0.8333330154418945,0.0,0.0,0.0,167.862,0,1000,0,0
505,-1.666666030883789,0.855,0.8333330154418945,0.0,0.0,0.0,172.71,0,1000,0,0
506,-1.766666054725647,0.885,0.8833330273628235,0.0,0.0,0.0,178.77,0,1000,0,0
507,-1.8666659593582153,0.923,0.9333329796791077,0.0,0.0,0.0,186.446,0,1000,0,0
508,-1.9666659832000732,0.984,0.9833329916000366,0.0,0.0,0.0,198.768,0,1000,0,0
509,-1.9666659832000732,0.983,0.9833329916000366,0.0,0.0,0.0,198.566,0,1000,0,0
510,-1.8666659593582153,0.922,0.9333329796791077,0.0,0.0,0.0,186.244,0,1000,0,0
511,-1.9666659832000732,0.98,0.9833329916000366,0.0,0.0,0.0,197.96,0,1000,0,0
512,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
513,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
514,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
515,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
516,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
517,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
518,-1.899999976158142,0.945,0.949999988079071,0.0,0.0,0.0,190.89,0,1000,0,0
519,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
520,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
521,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
522,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
523,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
524,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
525,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
526,-1.899999976158142,0.952,0.949999988079071,0.0,0.0,0.0,192.304,0,1000,0,0
527,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
528,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
529,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
530,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
531,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
532,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
533,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
534,-2.0,1.0,1.0,0.083,0.0,0.0,409.749,83,917,0,0
535,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
536,-2.0,1.0,1.0,0.087,0.0,0.0,419.761,87,913,0,0
537,-2.0,1.0,1.0,0.111,0.0,0.0,479.833,111,889,0,0
538,-2.0,1.0,1.0,0.115,0.0,0.0,489.845,115,885,0,0
539,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
540,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
541,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
542,-2.0,1.0,1.0,0.113,0.0,0.0,484.839,113,887,0,0
543,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
544,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
545,-2.0,1.0,1.0,0.092,0.0,0.0,432.276,92,908,0,0
546,-2.0,1.0,1.0,0.095,0.0,0.0,439.785,95,905,0,0
547,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
548,-2.0,1.0,1.0,0.103,0.0,0.0,459.809,103,897,0,0
549,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
550,-1.6466666460037231,0.98,0.8233333230018616,0.0,0.0,0.0,197.96,0,1000,0,0
551,-1.7466659545898438,0.828,0.8733329772949219,0.0,0.0,0.0,167.256,0,1000,0,0
552,-1.9466660022735596,0.962,0.9733330011367798,0.0,0.0,0.0,194.324,0,1000,0,0
553,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
554,-1.7999999523162842,0.906,0.8999999761581421,0.0,0.0,0.0,183.012,0,1000,0,0
555,-1.899999976158142,0.959,0.949999988079071,0.0,0.0,0.0,193.718,0,1000,0,0
556,-1.7000000476837158,0.868,0.8500000238418579,0.0,0.0,0.0,175.336,0,1000,0,0
557,-1.5,0.744,0.75,0.0,0.0,0.0,150.288,0,1000,0,0
558,-1.5,0.743,0.75,0.0,0.0,0.0,150.086,0,1000,0,0
559,-1.600000023841858,0.81,0.800000011920929,0.0,0.0,0.0,163.62,0,1000,0,0
560,-1.7000000476837158,0.857,0.8500000238418579,0.0,0.0,0.0,173.114,0,1000,0,0
561,-1.7999999523162842,0.914,0.8999999761581421,0.0,0.0,0.0,184.628,0,1000,0,0
562,-1.899999976158142,0.942,0.949999988079071,0.0,0.0,0.0,190.284,0,1000,0,0
563,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
564,-1.7999999523162842,0.895,0.8999999761581421,0.0,0.0,0.0,180.79,0,1000,0,0
565,-1.899999976158142,0.945,0.949999988079071,0.0,0.0,0.0,190.89,0,1000,0,0
566,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
567,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
568,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
569,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
570,-1.7999999523162842,0.906,0.8999999761581421,0.0,0.0,0.0,183.012,0,1000,0,0
571,-1.899999976158142,0.956,0.949999988079071,0.0,0.0,0.0,193.112,0,1000,0,0
572,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
573,-1.7999999523162842,0.898,0.8999999761581421,0.0,0.0,0.0,181.396,0,1000,0,0
574,-1.7999999523162842,0.882,0.8999999761581421,0.0,0.0,0.0,178.164,0,1000,0,0
575,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
576,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
577,-1.7999999523162842,0.899,0.8999999761581421,0.0,0.0,0.0,181.598,0,1000,0,0
578,-1.600000023841858,0.797,0.800000011920929,0.0,0.0,0.0,160.994,0,1000,0,0
579,-1.399999976158142,0.685,0.699999988079071,0.0,0.0,0.0,138.37,0,1000,0,0
580,-1.5,0.748,0.75,0.0,0.0,0.0,151.096,0,1000,0,0
581,-1.2999999523162842,0.636,0.6499999761581421,0.0,0.0,0.0,128.472,0,1000,0,0
582,-1.100000023841858,0.543,0.550000011920929,0.0,0.0,0.0,109.686,0,1000,0,0
583,-1.2999999523162842,0.656,0.6499999761581421,0.0,0.0,0.0,132.512,0,1000,0,0
584,-1.100000023841858,0.567,0.550000011920929,0.0,0.0,0.0,114.534,0,1000,0,0
585,-1.2999999523162842,0.65,0.6499999761581421,0.0,0.0,0.0,131.3,0,1000,0,0
586,-1.399999976158142,0.698,0.699999988079071,0.0,0.0,0.0,140.996,0,1000,0,0
587,-1.2999999523162842,0.633,0.6499999761581421,0.0,0.0,0.0,127.866,0,1000,0,0
588,-1.100000023841858,0.529,0.550000011920929,0.0,0.0,0.0,106.858,0,1000,0,0
589,-1.0,0.535,0.5,0.0,0.0,0.0,108.07,0,1000,0,0
590,-1.2000000476837158,0.605,0.6000000238418579,0.0,0.0,0.0,122.21,0,1000,0,0
591,-1.2999999523162842,0.638,0.6499999761581421,0.0,0.0,0.0,128.876,0,1000,0,0
592,-1.2000000476837158,0.608,0.6000000238418579,0.0,0.0,0.0,122.816,0,1000,0,0
593,-1.2999999523162842,0.639,0.6499999761581421,0.0,0.0,0.0,129.078,0,1000,0,0
594,-1.399999976158142,0.711,0.699999988079071,0.0,0.0,0.0,143.622,0,1000,0,0
595,-1.2000000476837158,0.58,0.6000000238418579,0.0,0.0,0.0,117.16,0,1000,0,0
596,-1.399999976158142,0.724,0.699999988079071,0.0,0.0,0.0,146.248,0,1000,0,0
597,-1.5,0.761,0.75,0.0,0.0,0.0,153.722,0,1000,0,0
598,-1.600000023841858,0.814,0.800000011920929,0.0,0.0,0.0,164.428,0,1000,0,0
599,-1.7000000476837158,0.822,0.8500000238418579,0.0,0.0,0.0,166.044,0,1000,0,0
600,-1.6666666269302368,0.985,0.8333333134651184,0.0,0.0,0.0,198.97,0,1000,0,0
601,-1.766666054725647,0.85,0.8833330273628235,0.0,0.0,0.0,171.7,0,1000,0,0
602,-1.8666659593582153,0.934,0.9333329796791077,0.0,0.0,0.0,188.668,0,1000,0,0
603,-1.9666659832000732,0.972,0.9833329916000366,0.0,0.0,0.0,196.344,0,1000,0,0
604,-1.9666659832000732,0.98,0.9833329916000366,0.0,0.0,0.0,197.96,0,1000,0,0
605,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
606,-1.899999976158142,0.944,0.949999988079071,0.0,0.0,0.0,190.688,0,1000,0,0
607,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
608,-1.7999999523162842,0.899,0.8999999761581421,0.0,0.0,0.0,181.598,0,1000,0,0
609,-1.899999976158142,0.957,0.949999988079071,0.0,0.0,0.0,193.314,0,1000,0,0
610,-2.0,0.999,1.0,0.105,0.0,0.0,464.613,105,895,0,0
611,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
612,-2.0,1.0,1.0,0.085,0.0,0.0,414.755,85,915,0,0
613,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
614,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
615,-2.0,1.0,1.0,0.086,0.0,0.0,417.258,86,914,0,0
616,-2.0,1.0,1.0,0.103,0.0,0.0,459.809,103,897,0,0
617,-2.0,1.0,1.0,0.111,0.0,0.0,479.833,111,889,0,0
618,-2.0,1.0,1.0,0.096,0.0,0.0,442.288,96,904,0,0
619,-2.0,1.0,1.0,0.089,0.0,0.0,424.767,89,911,0,0
620,-1.596666693687439,0.985,0.7983333468437195,0.0,0.0,0.0,198.97,0,1000,0,0
621,-1.5966659784317017,0.771,0.7983329892158508,0.0,0.0,0.0,155.742,0,1000,0,0
622,-1.3966660499572754,0.69,0.6983330249786377,0.0,0.0,0.0,139.38,0,1000,0,0
623,-1.4966659545898438,0.751,0.7483329772949219,0.0,0.0,0.0,151.702,0,1000,0,0
624,-1.5966659784317017,0.799,0.7983329892158508,0.0,0.0,0.0,161.398,0,1000,0,0
625,-1.6966660022735596,0.847,0.8483330011367798,0.0,0.0,0.0,171.094,0,1000,0,0
626,-1.6966660022735596,0.835,0.8483330011367798,0.0,0.0,0.0,168.67,0,1000,0,0
627,-1.8966660499572754,0.937,0.9483330249786377,0.0,0.0,0.0,189.274,0,1000,0,0
628,-1.9966659545898438,0.989,0.9983329772949219,0.0,0.0,0.0,199.778,0,1000,0,0
629,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
630,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
631,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
632,-2.0,1.0,1.0,0.099,0.0,0.0,449.797,99,901,0,0
633,-2.0,1.0,1.0,0.097,0.0,0.0,444.791,97,903,0,0
634,-2.0,1.0,1.0,0.083,0.0,0.0,409.749,83,917,0,0
635,-2.0,1.0,1.0,0.105,0.0,0.0,464.815,105,895,0,0
636,-2.0,1.0,1.0,0.087,0.0,0.0,419.761,87,913,0,0
637,-2.0,1.0,1.0,0.111,0.0,0.0,479.833,111,889,0,0
638,-2.0,1.0,1.0,0.115,0.0,0.0,489.845,115,885,0,0
639,-2.0,1.0,1.0,0.1,0.0,0.0,452.3,100,900,0,0
640,-1.5466666221618652,0.979,0.7733333110809326,0.0,0.0,0.0,197.758,0,1000,0,0
641,-1.6466660499572754,0.79,0.8233330249786377,0.0,0.0,0.0,159.58,0,1000,0,0
642,-1.7466659545898438,0.883,0.8733329772949219,0.0,0.0,0.0,178.366,0,1000,0,0
643,-1.8466659784317017,0.928,0.9233329892158508,0.0,0.0,0.0,187.456,0,1000,0,0
644,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
645,-1.7999999523162842,0.898,0.8999999761581421,0.0,0.0,0.0,181.396,0,1000,0,0
646,-1.899999976158142,0.953,0.949999988079071,0.0,0.0,0.0,192.506,0,1000,0,0
647,-1.899999976158142,0.952,0.949999988079071,0.0,0.0,0.0,192.304,0,1000,0,0
648,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
649,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
650,-2.0,1.0,1.0,0.091,0.0,0.0,429.773,91,909,0,0
651,-2.0,1.0,1.0,0.107,0.0,0.0,469.821,107,893,0,0
