step,reward,actual_inspection_rate,target_sampling_rate,attack_intensity,fpr,fnr,avg_sq,tp,tn,fp,fn
76,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
77,-2.0,1.0,1.0,0.015,0.0,0.0,239.545,15,985,0,0
78,-2.0,1.0,1.0,0.004,0.0,0.0,212.012,4,996,0,0
79,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
80,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
81,-2.0,1.0,1.0,0.003,0.0,0.0,209.509,3,997,0,0
82,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
83,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
84,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
85,-2.0,1.0,1.0,0.018,0.0,0.0,247.054,18,982,0,0
86,-2.0,1.0,1.0,0.015,0.0,0.0,239.545,15,985,0,0
87,-2.0,1.0,1.0,0.004,0.0,0.0,212.012,4,996,0,0
88,-2.0,1.0,1.0,0.005,0.0,0.0,214.515,5,995,0,0
89,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
90,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
91,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
92,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
93,-2.0,1.0,1.0,0.014,0.0,0.0,237.042,14,986,0,0
94,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
95,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
96,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
97,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
98,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
99,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
100,-1.6666666269302368,0.985,0.8333333134651184,0.0,0.0,0.0,198.97,0,1000,0,0
101,-1.4666659832000732,0.681,0.7333329916000366,0.0,0.0,0.0,137.562,0,1000,0,0
102,-1.4666659832000732,0.704,0.7333329916000366,0.0,0.0,0.0,142.208,0,1000,0,0
103,-1.4666659832000732,0.75,0.7333329916000366,0.0,0.0,0.0,151.5,0,1000,0,0
104,-1.5666660070419312,0.773,0.7833330035209656,0.0,0.0,0.0,156.146,0,1000,0,0
105,-1.3666659593582153,0.689,0.6833329796791077,0.0,0.0,0.0,139.178,0,1000,0,0
106,-1.266666054725647,0.64,0.6333330273628235,0.0,0.0,0.0,129.28,0,1000,0,0
107,-1.4666659832000732,0.686,0.7333329916000366,0.0,0.0,0.0,138.572,0,1000,0,0
108,-1.5666660070419312,0.803,0.7833330035209656,0.0,0.0,0.0,162.206,0,1000,0,0
109,-1.5666660070419312,0.78,0.7833330035209656,0.0,0.0,0.0,157.56,0,1000,0,0
110,-1.666666030883789,0.844,0.8333330154418945,0.0,0.0,0.0,170.488,0,1000,0,0
111,-1.766666054725647,0.89,0.8833330273628235,0.0,0.0,0.0,179.78,0,1000,0,0
112,-1.8666659593582153,0.931,0.9333329796791077,0.0,0.0,0.0,188.062,0,1000,0,0
113,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
114,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
115,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
116,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
117,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
118,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
119,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
120,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
121,-1.7999999523162842,0.893,0.8999999761581421,0.0,0.0,0.0,180.386,0,1000,0,0
122,-1.7999999523162842,0.894,0.8999999761581421,0.0,0.0,0.0,180.588,0,1000,0,0
123,-1.899999976158142,0.96,0.949999988079071,0.0,0.0,0.0,193.92,0,1000,0,0
124,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
125,-1.899999976158142,0.947,0.949999988079071,0.0,0.0,0.0,191.294,0,1000,0,0
126,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
127,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
128,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
129,-1.7999999523162842,0.9,0.8999999761581421,0.0,0.0,0.0,181.8,0,1000,0,0
130,-2.0,0.998,1.0,0.015,0.0,0.0,239.141,15,985,0,0
131,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
132,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
133,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
134,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
135,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
136,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
137,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
138,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
139,-2.0,1.0,1.0,0.009,0.0,0.0,224.527,9,991,0,0
140,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
141,-2.0,1.0,1.0,0.013,0.0,0.0,234.539,13,987,0,0
142,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
143,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
144,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
145,-2.0,1.0,1.0,0.007,0.0,0.0,219.521,7,993,0,0
146,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
147,-2.0,1.0,1.0,0.005,0.0,0.0,214.515,5,995,0,0
148,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
149,-2.0,1.0,1.0,0.007,0.0,0.0,219.521,7,993,0,0
150,-1.0479999780654907,0.959,0.5239999890327454,0.0,0.0,0.0,193.718,0,1000,0,0
151,-1.0479999780654907,0.496,0.5239999890327454,0.0,0.0,0.0,100.192,0,1000,0,0
152,-0.9480000138282776,0.464,0.4740000069141388,0.0,0.0,0.0,93.728,0,1000,0,0
153,-1.0479999780654907,0.506,0.5239999890327454,0.0,0.0,0.0,102.212,0,1000,0,0
154,-1.2480000257492065,0.66,0.6240000128746033,0.0,0.0,0.0,133.32,0,1000,0,0
155,-1.3480000495910645,0.685,0.6740000247955322,0.0,0.0,0.0,138.37,0,1000,0,0
156,-1.2480000257492065,0.627,0.6240000128746033,0.0,0.0,0.0,126.654,0,1000,0,0
157,-1.1480000019073486,0.558,0.5740000009536743,0.0,0.0,0.0,112.716,0,1000,0,0
158,-0.9480000138282776,0.465,0.4740000069141388,0.0,0.0,0.0,93.93,0,1000,0,0
159,-1.0479999780654907,0.527,0.5239999890327454,0.0,0.0,0.0,106.454,0,1000,0,0
160,-0.9480000138282776,0.487,0.4740000069141388,0.0,0.0,0.0,98.374,0,1000,0,0
161,-1.0479999780654907,0.496,0.5239999890327454,0.0,0.0,0.0,100.192,0,1000,0,0
162,-0.8479999899864197,0.4,0.42399999499320984,0.0,0.0,0.0,80.8,0,1000,0,0
163,-0.9480000138282776,0.456,0.4740000069141388,0.0,0.0,0.0,92.112,0,1000,0,0
164,-1.1480000019073486,0.549,0.5740000009536743,0.0,0.0,0.0,110.898,0,1000,0,0
165,-0.9480000138282776,0.478,0.4740000069141388,0.0,0.0,0.0,96.556,0,1000,0,0
166,-0.7480000257492065,0.363,0.37400001287460327,0.0,0.0,0.0,73.326,0,1000,0,0
167,-0.8479999899864197,0.411,0.42399999499320984,0.0,0.0,0.0,83.022,0,1000,0,0
168,-0.7480000257492065,0.354,0.37400001287460327,0.0,0.0,0.0,71.508,0,1000,0,0
169,-0.7480000257492065,0.377,0.37400001287460327,0.0,0.0,0.0,76.154,0,1000,0,0
170,-0.9480000138282776,0.48,0.4740000069141388,0.0,0.0,0.0,96.96,0,1000,0,0
171,-0.9480000138282776,0.47,0.4740000069141388,0.0,0.0,0.0,94.94,0,1000,0,0
172,-1.0479999780654907,0.511,0.5239999890327454,0.0,0.0,0.0,103.222,0,1000,0,0
173,-1.1480000019073486,0.576,0.5740000009536743,0.0,0.0,0.0,116.352,0,1000,0,0
174,-1.2480000257492065,0.602,0.6240000128746033,0.0,0.0,0.0,121.604,0,1000,0,0
175,-1.2480000257492065,0.621,0.6240000128746033,0.0,0.0,0.0,125.442,0,1000,0,0
176,-1.2480000257492065,0.603,0.6240000128746033,0.0,0.0,0.0,121.806,0,1000,0,0
177,-1.3480000495910645,0.654,0.6740000247955322,0.0,0.0,0.0,132.108,0,1000,0,0
178,-1.4479999542236328,0.737,0.7239999771118164,0.0,0.0,0.0,148.874,0,1000,0,0
179,-1.6480000019073486,0.817,0.8240000009536743,0.0,0.0,0.0,165.034,0,1000,0,0
180,-1.6480000019073486,0.804,0.8240000009536743,0.0,0.0,0.0,162.408,0,1000,0,0
181,-1.7480000257492065,0.875,0.8740000128746033,0.0,0.0,0.0,176.75,0,1000,0,0
182,-1.6480000019073486,0.846,0.8240000009536743,0.0,0.0,0.0,170.892,0,1000,0,0
183,-1.5479999780654907,0.746,0.7739999890327454,0.0,0.0,0.0,150.692,0,1000,0,0
184,-1.6480000019073486,0.816,0.8240000009536743,0.0,0.0,0.0,164.832,0,1000,0,0
185,-1.6480000019073486,0.818,0.8240000009536743,0.0,0.0,0.0,165.236,0,1000,0,0
186,-1.7480000257492065,0.868,0.8740000128746033,0.0,0.0,0.0,175.336,0,1000,0,0
187,-1.7480000257492065,0.867,0.8740000128746033,0.0,0.0,0.0,175.134,0,1000,0,0
188,-1.8480000495910645,0.941,0.9240000247955322,0.0,0.0,0.0,190.082,0,1000,0,0
189,-1.6480000019073486,0.82,0.8240000009536743,0.0,0.0,0.0,165.64,0,1000,0,0
190,-1.6480000019073486,0.798,0.8240000009536743,0.0,0.0,0.0,161.196,0,1000,0,0
191,-1.7480000257492065,0.841,0.8740000128746033,0.0,0.0,0.0,169.882,0,1000,0,0
192,-1.8480000495910645,0.924,0.9240000247955322,0.0,0.0,0.0,186.648,0,1000,0,0
193,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
194,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
195,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
196,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
197,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
198,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
199,-1.899999976158142,0.949,0.949999988079071,0.0,0.0,0.0,191.698,0,1000,0,0
200,-1.6666666269302368,0.985,0.8333333134651184,0.0,0.0,0.0,198.97,0,1000,0,0
201,-1.766666054725647,0.84,0.8833330273628235,0.0,0.0,0.0,169.68,0,1000,0,0
202,-1.8666659593582153,0.936,0.9333329796791077,0.0,0.0,0.0,189.072,0,1000,0,0
203,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
204,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
205,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
206,-1.7999999523162842,0.908,0.8999999761581421,0.0,0.0,0.0,183.416,0,1000,0,0
207,-1.7000000476837158,0.852,0.8500000238418579,0.0,0.0,0.0,172.104,0,1000,0,0
208,-1.7999999523162842,0.901,0.8999999761581421,0.0,0.0,0.0,182.002,0,1000,0,0
209,-1.7999999523162842,0.898,0.8999999761581421,0.0,0.0,0.0,181.396,0,1000,0,0
210,-2.0,0.991,1.0,0.01,0.0,0.0,225.212,10,990,0,0
211,-2.0,1.0,1.0,0.009,0.0,0.0,224.527,9,991,0,0
212,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
213,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
214,-2.0,1.0,1.0,0.014,0.0,0.0,237.042,14,986,0,0
215,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
216,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
217,-2.0,1.0,1.0,0.016,0.0,0.0,242.048,16,984,0,0
218,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
219,-2.0,1.0,1.0,0.009,0.0,0.0,224.527,9,991,0,0
220,-1.8733333349227905,0.93,0.9366666674613953,0.0,0.0,0.0,187.86,0,1000,0,0
221,-1.673334002494812,0.838,0.836667001247406,0.0,0.0,0.0,169.276,0,1000,0,0
222,-1.77333402633667,0.891,0.886667013168335,0.0,0.0,0.0,179.982,0,1000,0,0
223,-1.9733339548110962,0.979,0.9866669774055481,0.0,0.0,0.0,197.758,0,1000,0,0
224,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
225,-1.899999976158142,0.955,0.949999988079071,0.0,0.0,0.0,192.91,0,1000,0,0
226,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
227,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
228,-1.899999976158142,0.948,0.949999988079071,0.0,0.0,0.0,191.496,0,1000,0,0
229,-1.7999999523162842,0.896,0.8999999761581421,0.0,0.0,0.0,180.992,0,1000,0,0
230,-2.0,0.996,1.0,0.015,0.0,0.0,238.737,15,985,0,0
231,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
232,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
233,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
234,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
235,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
236,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
237,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
238,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
239,-2.0,1.0,1.0,0.009,0.0,0.0,224.527,9,991,0,0
240,-1.0666667222976685,0.958,0.5333333611488342,0.0,0.0,0.0,193.516,0,1000,0,0
241,-0.9666659832000732,0.477,0.4833329916000366,0.0,0.0,0.0,96.354,0,1000,0,0
242,-1.0666660070419312,0.513,0.5333330035209656,0.0,0.0,0.0,103.626,0,1000,0,0
243,-1.266666054725647,0.61,0.6333330273628235,0.0,0.0,0.0,123.22,0,1000,0,0
244,-1.266666054725647,0.628,0.6333330273628235,0.0,0.0,0.0,126.856,0,1000,0,0
245,-1.4666659832000732,0.712,0.7333329916000366,0.0,0.0,0.0,143.824,0,1000,0,0
246,-1.266666054725647,0.638,0.6333330273628235,0.0,0.0,0.0,128.876,0,1000,0,0
247,-1.3666659593582153,0.664,0.6833329796791077,0.0,0.0,0.0,134.128,0,1000,0,0
248,-1.166666030883789,0.599,0.5833330154418945,0.0,0.0,0.0,120.998,0,1000,0,0
249,-0.9666659832000732,0.482,0.4833329916000366,0.0,0.0,0.0,97.364,0,1000,0,0
250,-4.399159999999998,0.687,1.0,0.008,0.0,0.25,153.792,6,992,0,2
251,-2.0,1.0,1.0,0.003,0.0,0.0,209.509,3,997,0,0
252,-2.0,1.0,1.0,0.019,0.0,0.0,249.557,19,981,0,0
253,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
254,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
255,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
256,-2.0,1.0,1.0,0.019,0.0,0.0,249.557,19,981,0,0
257,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
258,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
259,-2.0,1.0,1.0,0.013,0.0,0.0,234.539,13,987,0,0
260,-1.1200000047683716,0.955,0.5600000023841858,0.0,0.0,0.0,192.91,0,1000,0,0
261,-0.9200000166893005,0.488,0.46000000834465027,0.0,0.0,0.0,98.576,0,1000,0,0
262,-1.1200000047683716,0.572,0.5600000023841858,0.0,0.0,0.0,115.544,0,1000,0,0
263,-1.2200000286102295,0.612,0.6100000143051147,0.0,0.0,0.0,123.624,0,1000,0,0
264,-1.3200000524520874,0.678,0.6600000262260437,0.0,0.0,0.0,136.956,0,1000,0,0
265,-1.4199999570846558,0.723,0.7099999785423279,0.0,0.0,0.0,146.046,0,1000,0,0
266,-1.2200000286102295,0.619,0.6100000143051147,0.0,0.0,0.0,125.038,0,1000,0,0
267,-1.4199999570846558,0.704,0.7099999785423279,0.0,0.0,0.0,142.208,0,1000,0,0
268,-1.2200000286102295,0.565,0.6100000143051147,0.0,0.0,0.0,114.13,0,1000,0,0
269,-1.3200000524520874,0.687,0.6600000262260437,0.0,0.0,0.0,138.774,0,1000,0,0
270,-2.0,0.981,1.0,0.009,0.0,0.0,220.689,9,991,0,0
271,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
272,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
273,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
274,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
275,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
276,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
277,-2.0,1.0,1.0,0.015,0.0,0.0,239.545,15,985,0,0
278,-2.0,1.0,1.0,0.004,0.0,0.0,212.012,4,996,0,0
279,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
280,-1.4766666889190674,0.974,0.7383333444595337,0.0,0.0,0.0,196.748,0,1000,0,0
281,-1.2766660451889038,0.593,0.6383330225944519,0.0,0.0,0.0,119.786,0,1000,0,0
282,-1.47666597366333,0.726,0.738332986831665,0.0,0.0,0.0,146.652,0,1000,0,0
283,-1.676666021347046,0.839,0.838333010673523,0.0,0.0,0.0,169.478,0,1000,0,0
284,-1.7766660451889038,0.877,0.8883330225944519,0.0,0.0,0.0,177.154,0,1000,0,0
285,-1.676666021347046,0.826,0.838333010673523,0.0,0.0,0.0,166.852,0,1000,0,0
286,-1.676666021347046,0.808,0.838333010673523,0.0,0.0,0.0,163.216,0,1000,0,0
287,-1.676666021347046,0.809,0.838333010673523,0.0,0.0,0.0,163.418,0,1000,0,0
288,-1.7766660451889038,0.887,0.8883330225944519,0.0,0.0,0.0,179.174,0,1000,0,0
289,-1.8766659498214722,0.939,0.9383329749107361,0.0,0.0,0.0,189.678,0,1000,0,0
290,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
291,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
292,-2.0,1.0,1.0,0.01,0.0,0.0,227.03,10,990,0,0
293,-2.0,1.0,1.0,0.014,0.0,0.0,237.042,14,986,0,0
294,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
295,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
296,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
297,-2.0,1.0,1.0,0.012,0.0,0.0,232.036,12,988,0,0
298,-2.0,1.0,1.0,0.011,0.0,0.0,229.533,11,989,0,0
299,-2.0,1.0,1.0,0.008,0.0,0.0,222.024,8,992,0,0
300,-1.6666666269302368,0.988,0.8333333134651184,0.0,0.0,0.0,199.576,0,1000,0,0
301,-1.8666659593582153,0.877,0.9333329796791077,0.0,0.0,0.0,177.154,0,1000,0,0
302,-1.9666659832000732,0.981,0.9833329916000366,0.0,0.0,0.0,198.162,0,1000,0,0
303,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
304,-1.7999999523162842,0.892,0.8999999761581421,0.0,0.0,0.0,180.184,0,1000,0,0
305,-1.899999976158142,0.956,0.949999988079071,0.0,0.0,0.0,193.112,0,1000,0,0
306,-1.899999976158142,0.949,0.949999988079071,0.0,0.0,0.0,191.698,0,1000,0,0
307,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
308,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
309,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
310,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
311,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
312,-1.7999999523162842,0.903,0.8999999761581421,0.0,0.0,0.0,182.406,0,1000,0,0
313,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
314,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
315,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
316,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
317,-2.0,1.0,1.0,0.0,0.0,0.0,202.0,0,1000,0,0
318,-1.7999999523162842,0.908,0.8999999761581421,0.0,0.0,0.0,183.416,0,1000,0,0
319,-1.899999976158142,0.943,0.949999988079071,0.0,0.0,0.0,190.486,0,1000,0,0
320,-2.0,0.953,1.0,0.007,0.0,0.0,210.027,7,993,0,0
321,-2.0,1.0,1.0,0.007,0.0,0.0,219.521,7,993,0,0
322,-2.0,1.0,1.0,0.006,0.0,0.0,217.018,6,994,0,0
323,-2.0,1.0,1.0,0.014,0.0,0.0,237.042,14,986,0,0
