step,reward,actual_inspection_rate,target_sampling_rate,attack_intensity,fpr,fnr,avg_sq,tp,tn,fp,fn
2286,-0.30000001192092896,0.148,0.15000000596046448,0.0,0.0,0.0,12.432,0,1000,0,0
2287,-0.20000000298023224,0.089,0.10000000149011612,0.0,0.0,0.0,7.476,0,1000,0,0
2288,-0.20000000298023224,0.104,0.10000000149011612,0.0,0.0,0.0,8.736,0,1000,0,0
2289,-0.10000000149011612,0.052,0.05000000074505806,0.0,0.0,0.0,4.368,0,1000,0,0
2290,-0.30000001192092896,0.165,0.15000000596046448,0.0,0.0,0.0,13.86,0,1000,0,0
2291,-0.30000001192092896,0.155,0.15000000596046448,0.0,0.0,0.0,13.02,0,1000,0,0
2292,-0.4000000059604645,0.206,0.20000000298023224,0.0,0.0,0.0,17.304,0,1000,0,0
2293,-0.4000000059604645,0.198,0.20000000298023224,0.0,0.0,0.0,16.632,0,1000,0,0
2294,-0.5,0.253,0.25,0.0,0.0,0.0,21.252,0,1000,0,0
2295,-0.4000000059604645,0.194,0.20000000298023224,0.0,0.0,0.0,16.296,0,1000,0,0
2296,-0.20000000298023224,0.112,0.10000000149011612,0.0,0.0,0.0,9.408,0,1000,0,0
2297,-0.10000000149011612,0.049,0.05000000074505806,0.0,0.0,0.0,4.116,0,1000,0,0
2298,-0.10000000149011612,0.061,0.05000000074505806,0.0,0.0,0.0,5.124,0,1000,0,0
2299,-0.10000000149011612,0.05,0.05000000074505806,0.0,0.0,0.0,4.2,0,1000,0,0
2300,-7.89945190340909,0.595,1.0,0.01,0.0,0.6,60.464,4,990,0,6
2301,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2302,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2303,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2304,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2305,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2306,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2307,-2.0,1.0,1.0,0.017,0.0,0.0,128.557,17,983,0,0
2308,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2309,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2310,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2311,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2312,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2313,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2314,-2.0,1.0,1.0,0.016,0.0,0.0,125.936,16,984,0,0
2315,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2316,-2.0,1.0,1.0,0.004,0.0,0.0,94.484,4,996,0,0
2317,-2.0,0.998,1.0,0.008,0.0,0.0,104.8,8,992,0,0
2318,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2319,-2.0,1.0,1.0,0.004,0.0,0.0,94.484,4,996,0,0
2320,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2321,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2322,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2323,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2324,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2325,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2326,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2327,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2328,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2329,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2330,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2331,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2332,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2333,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2334,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2335,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2336,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2337,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2338,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2339,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2340,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2341,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2342,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2343,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2344,-2.0,1.0,1.0,0.016,0.0,0.0,125.936,16,984,0,0
2345,-2.0,1.0,1.0,0.003,0.0,0.0,91.863,3,997,0,0
2346,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2347,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2348,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2349,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2350,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2351,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2352,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2353,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2354,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2355,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2356,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2357,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2358,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2359,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2360,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2361,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2362,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2363,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2364,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2365,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2366,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2367,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2368,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2369,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2370,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2371,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2372,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2373,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2374,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2375,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2376,-2.0,1.0,1.0,0.015,0.0,0.0,123.315,15,985,0,0
2377,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2378,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2379,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2380,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2381,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2382,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2383,-2.0,1.0,1.0,0.015,0.0,0.0,123.315,15,985,0,0
2384,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2385,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2386,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2387,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2388,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2389,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2390,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2391,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2392,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2393,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2394,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2395,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2396,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2397,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2398,-2.0,0.99,1.0,0.002,0.0,0.0,88.402,2,998,0,0
2399,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2400,-1.5866667032241821,0.976,0.7933333516120911,0.0,0.0,0.0,81.984,0,1000,0,0
2401,-1.5866659879684448,0.757,0.7933329939842224,0.0,0.0,0.0,63.588,0,1000,0,0
2402,-1.6866660118103027,0.831,0.8433330059051514,0.0,0.0,0.0,69.804,0,1000,0,0
2403,-1.6866660118103027,0.843,0.8433330059051514,0.0,0.0,0.0,70.812,0,1000,0,0
2404,-1.5866659879684448,0.809,0.7933329939842224,0.0,0.0,0.0,67.956,0,1000,0,0
2405,-1.486665964126587,0.742,0.7433329820632935,0.0,0.0,0.0,62.328,0,1000,0,0
2406,-1.486665964126587,0.707,0.7433329820632935,0.0,0.0,0.0,59.388,0,1000,0,0
2407,-1.3866660594940186,0.682,0.6933330297470093,0.0,0.0,0.0,57.288,0,1000,0,0
2408,-1.2866660356521606,0.645,0.6433330178260803,0.0,0.0,0.0,54.18,0,1000,0,0
2409,-1.1866660118103027,0.595,0.5933330059051514,0.0,0.0,0.0,49.98,0,1000,0,0
2410,-1.2866660356521606,0.623,0.6433330178260803,0.0,0.0,0.0,52.332,0,1000,0,0
2411,-1.0866659879684448,0.548,0.5433329939842224,0.0,0.0,0.0,46.032,0,1000,0,0
2412,-1.0866659879684448,0.541,0.5433329939842224,0.0,0.0,0.0,45.444,0,1000,0,0
2413,-0.9866660237312317,0.481,0.49333301186561584,0.0,0.0,0.0,40.404,0,1000,0,0
2414,-0.7866659760475159,0.393,0.39333298802375793,0.0,0.0,0.0,33.012,0,1000,0,0
2415,-0.6866660118103027,0.345,0.34333300590515137,0.0,0.0,0.0,28.98,0,1000,0,0
2416,-0.7866659760475159,0.407,0.39333298802375793,0.0,0.0,0.0,34.188,0,1000,0,0
2417,-0.7866659760475159,0.387,0.39333298802375793,0.0,0.0,0.0,32.508,0,1000,0,0
2418,-0.7866659760475159,0.385,0.39333298802375793,0.0,0.0,0.0,32.34,0,1000,0,0
2419,-0.5866659879684448,0.291,0.2933329939842224,0.0,0.0,0.0,24.444,0,1000,0,0
2420,-0.3866659998893738,0.191,0.1933329999446869,0.0,0.0,0.0,16.044,0,1000,0,0
2421,-0.18666599690914154,0.088,0.09333299845457077,0.0,0.0,0.0,7.392,0,1000,0,0
2422,-0.18666599690914154,0.079,0.09333299845457077,0.0,0.0,0.0,6.636,0,1000,0,0
2423,-0.18666599690914154,0.09,0.09333299845457077,0.0,0.0,0.0,7.56,0,1000,0,0
2424,-0.10000000149011612,0.051,0.05000000074505806,0.0,0.0,0.0,4.284,0,1000,0,0
2425,-0.30000001192092896,0.136,0.15000000596046448,0.0,0.0,0.0,11.424,0,1000,0,0
2426,-0.10000000149011612,0.045,0.05000000074505806,0.0,0.0,0.0,3.78,0,1000,0,0
2427,-0.20000000298023224,0.116,0.10000000149011612,0.0,0.0,0.0,9.744,0,1000,0,0
2428,-0.4000000059604645,0.194,0.20000000298023224,0.0,0.0,0.0,16.296,0,1000,0,0
2429,-0.4000000059604645,0.204,0.20000000298023224,0.0,0.0,0.0,17.136,0,1000,0,0
2430,-0.4000000059604645,0.185,0.20000000298023224,0.0,0.0,0.0,15.54,0,1000,0,0
2431,-0.30000001192092896,0.159,0.15000000596046448,0.0,0.0,0.0,13.356,0,1000,0,0
2432,-0.20000000298023224,0.111,0.10000000149011612,0.0,0.0,0.0,9.324,0,1000,0,0
2433,-0.20000000298023224,0.098,0.10000000149011612,0.0,0.0,0.0,8.232,0,1000,0,0
2434,-0.4000000059604645,0.203,0.20000000298023224,0.0,0.0,0.0,17.052,0,1000,0,0
2435,-0.30000001192092896,0.154,0.15000000596046448,0.0,0.0,0.0,12.936,0,1000,0,0
2436,-0.20000000298023224,0.106,0.10000000149011612,0.0,0.0,0.0,8.904,0,1000,0,0
2437,-0.10000000149011612,0.043,0.05000000074505806,0.0,0.0,0.0,3.612,0,1000,0,0
2438,-0.10000000149011612,0.058,0.05000000074505806,0.0,0.0,0.0,4.872,0,1000,0,0
2439,-0.20000000298023224,0.108,0.10000000149011612,0.0,0.0,0.0,9.072,0,1000,0,0
2440,-0.10000000149011612,0.052,0.05000000074505806,0.0,0.0,0.0,4.368,0,1000,0,0
2441,-0.10000000149011612,0.05,0.05000000074505806,0.0,0.0,0.0,4.2,0,1000,0,0
2442,-0.30000001192092896,0.122,0.15000000596046448,0.0,0.0,0.0,10.248,0,1000,0,0
2443,-0.10000000149011612,0.052,0.05000000074505806,0.0,0.0,0.0,4.368,0,1000,0,0
2444,-0.10000000149011612,0.043,0.05000000074505806,0.0,0.0,0.0,3.612,0,1000,0,0
2445,-0.10000000149011612,0.048,0.05000000074505806,0.0,0.0,0.0,4.032,0,1000,0,0
2446,-0.10000000149011612,0.055,0.05000000074505806,0.0,0.0,0.0,4.62,0,1000,0,0
2447,-0.30000001192092896,0.151,0.15000000596046448,0.0,0.0,0.0,12.684,0,1000,0,0
2448,-0.10000000149011612,0.049,0.05000000074505806,0.0,0.0,0.0,4.116,0,1000,0,0
2449,-0.20000000298023224,0.091,0.10000000149011612,0.0,0.0,0.0,7.644,0,1000,0,0
2450,-0.10000000149011612,0.057,0.05000000074505806,0.0,0.0,0.0,4.788,0,1000,0,0
2451,-0.20000000298023224,0.097,0.10000000149011612,0.0,0.0,0.0,8.148,0,1000,0,0
2452,-0.10000000149011612,0.043,0.05000000074505806,0.0,0.0,0.0,3.612,0,1000,0,0
2453,-0.10000000149011612,0.06,0.05000000074505806,0.0,0.0,0.0,5.04,0,1000,0,0
2454,-0.10000000149011612,0.043,0.05000000074505806,0.0,0.0,0.0,3.612,0,1000,0,0
2455,-0.30000001192092896,0.149,0.15000000596046448,0.0,0.0,0.0,12.516,0,1000,0,0
2456,-0.20000000298023224,0.086,0.10000000149011612,0.0,0.0,0.0,7.224,0,1000,0,0
2457,-0.10000000149011612,0.048,0.05000000074505806,0.0,0.0,0.0,4.032,0,1000,0,0
2458,-0.10000000149011612,0.045,0.05000000074505806,0.0,0.0,0.0,3.78,0,1000,0,0
2459,-0.10000000149011612,0.057,0.05000000074505806,0.0,0.0,0.0,4.788,0,1000,0,0
2460,-0.10000000149011612,0.053,0.05000000074505806,0.0,0.0,0.0,4.452,0,1000,0,0
2461,-0.10000000149011612,0.053,0.05000000074505806,0.0,0.0,0.0,4.452,0,1000,0,0
2462,-0.20000000298023224,0.099,0.10000000149011612,0.0,0.0,0.0,8.316,0,1000,0,0
2463,-0.10000000149011612,0.056,0.05000000074505806,0.0,0.0,0.0,4.704,0,1000,0,0
2464,-0.10000000149011612,0.054,0.05000000074505806,0.0,0.0,0.0,4.536,0,1000,0,0
2465,-0.10000000149011612,0.046,0.05000000074505806,0.0,0.0,0.0,3.864,0,1000,0,0
2466,-0.10000000149011612,0.057,0.05000000074505806,0.0,0.0,0.0,4.788,0,1000,0,0
2467,-0.10000000149011612,0.048,0.05000000074505806,0.0,0.0,0.0,4.032,0,1000,0,0
2468,-0.10000000149011612,0.048,0.05000000074505806,0.0,0.0,0.0,4.032,0,1000,0,0
2469,-0.10000000149011612,0.051,0.05000000074505806,0.0,0.0,0.0,4.284,0,1000,0,0
2470,-0.30000001192092896,0.142,0.15000000596046448,0.0,0.0,0.0,11.928,0,1000,0,0
2471,-0.20000000298023224,0.105,0.10000000149011612,0.0,0.0,0.0,8.82,0,1000,0,0
2472,-0.10000000149011612,0.06,0.05000000074505806,0.0,0.0,0.0,5.04,0,1000,0,0
2473,-0.10000000149011612,0.039,0.05000000074505806,0.0,0.0,0.0,3.276,0,1000,0,0
2474,-0.10000000149011612,0.046,0.05000000074505806,0.0,0.0,0.0,3.864,0,1000,0,0
2475,-0.10000000149011612,0.061,0.05000000074505806,0.0,0.0,0.0,5.124,0,1000,0,0
2476,-0.20000000298023224,0.096,0.10000000149011612,0.0,0.0,0.0,8.064,0,1000,0,0
2477,-0.30000001192092896,0.149,0.15000000596046448,0.0,0.0,0.0,12.516,0,1000,0,0
2478,-0.20000000298023224,0.109,0.10000000149011612,0.0,0.0,0.0,9.156,0,1000,0,0
2479,-0.10000000149011612,0.056,0.05000000074505806,0.0,0.0,0.0,4.704,0,1000,0,0
2480,-0.10000000149011612,0.05,0.05000000074505806,0.0,0.0,0.0,4.2,0,1000,0,0
2481,-0.10000000149011612,0.041,0.05000000074505806,0.0,0.0,0.0,3.444,0,1000,0,0
2482,-0.20000000298023224,0.093,0.10000000149011612,0.0,0.0,0.0,7.812,0,1000,0,0
2483,-0.10000000149011612,0.05,0.05000000074505806,0.0,0.0,0.0,4.2,0,1000,0,0
2484,-0.10000000149011612,0.052,0.05000000074505806,0.0,0.0,0.0,4.368,0,1000,0,0
2485,-0.10000000149011612,0.056,0.05000000074505806,0.0,0.0,0.0,4.704,0,1000,0,0
2486,-0.20000000298023224,0.085,0.10000000149011612,0.0,0.0,0.0,7.14,0,1000,0,0
2487,-0.10000000149011612,0.049,0.05000000074505806,0.0,0.0,0.0,4.116,0,1000,0,0
2488,-0.10000000149011612,0.06,0.05000000074505806,0.0,0.0,0.0,5.04,0,1000,0,0
2489,-0.10000000149011612,0.05,0.05000000074505806,0.0,0.0,0.0,4.2,0,1000,0,0
2490,-0.10000000149011612,0.043,0.05000000074505806,0.0,0.0,0.0,3.612,0,1000,0,0
2491,-0.30000001192092896,0.142,0.15000000596046448,0.0,0.0,0.0,11.928,0,1000,0,0
2492,-0.10000000149011612,0.033,0.05000000074505806,0.0,0.0,0.0,2.772,0,1000,0,0
2493,-0.20000000298023224,0.096,0.10000000149011612,0.0,0.0,0.0,8.064,0,1000,0,0
2494,-0.10000000149011612,0.053,0.05000000074505806,0.0,0.0,0.0,4.452,0,1000,0,0
2495,-0.10000000149011612,0.059,0.05000000074505806,0.0,0.0,0.0,4.956,0,1000,0,0
2496,-0.10000000149011612,0.052,0.05000000074505806,0.0,0.0,0.0,4.368,0,1000,0,0
2497,-0.30000001192092896,0.143,0.15000000596046448,0.0,0.0,0.0,12.012,0,1000,0,0
2498,-0.5,0.245,0.25,0.0,0.0,0.0,20.58,0,1000,0,0
2499,-0.5,0.25,0.25,0.0,0.0,0.0,21.0,0,1000,0,0
2500,-3.3284480073051945,0.8,1.0,0.007,0.0,0.14285714285714285,82.926,6,993,0,1
2501,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2502,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2503,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2504,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2505,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2506,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2507,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2508,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2509,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2510,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2511,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2512,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2513,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2514,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2515,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2516,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2517,-2.0,1.0,1.0,0.015,0.0,0.0,123.315,15,985,0,0
2518,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2519,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2520,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2521,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2522,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2523,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2524,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2525,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2526,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2527,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2528,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2529,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2530,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2531,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2532,-2.0,1.0,1.0,0.015,0.0,0.0,123.315,15,985,0,0
2533,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2534,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2535,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2536,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2537,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2538,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2539,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2540,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2541,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2542,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2543,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2544,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2545,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2546,-2.0,1.0,1.0,0.019,0.0,0.0,133.799,19,981,0,0
2547,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2548,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2549,-2.0,1.0,1.0,0.004,0.0,0.0,94.484,4,996,0,0
2550,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2551,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2552,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2553,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2554,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2555,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2556,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2557,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2558,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2559,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2560,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2561,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2562,-2.0,1.0,1.0,0.003,0.0,0.0,91.863,3,997,0,0
2563,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2564,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2565,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2566,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2567,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2568,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2569,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2570,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2571,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2572,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2573,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2574,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2575,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2576,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2577,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2578,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2579,-2.0,1.0,1.0,0.006,0.0,0.0,99.726,6,994,0,0
2580,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2581,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2582,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2583,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2584,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2585,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2586,-2.0,1.0,1.0,0.008,0.0,0.0,104.968,8,992,0,0
2587,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2588,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2589,-2.0,1.0,1.0,0.005,0.0,0.0,97.105,5,995,0,0
2590,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2591,-2.0,1.0,1.0,0.014,0.0,0.0,120.694,14,986,0,0
2592,-2.0,1.0,1.0,0.011,0.0,0.0,112.831,11,989,0,0
2593,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2594,-2.0,1.0,1.0,0.013,0.0,0.0,118.073,13,987,0,0
2595,-2.0,1.0,1.0,0.012,0.0,0.0,115.452,12,988,0,0
2596,-2.0,1.0,1.0,0.007,0.0,0.0,102.347,7,993,0,0
2597,-2.0,1.0,1.0,0.015,0.0,0.0,123.315,15,985,0,0
2598,-2.0,1.0,1.0,0.01,0.0,0.0,110.21,10,990,0,0
2599,-2.0,1.0,1.0,0.009,0.0,0.0,107.589,9,991,0,0
2600,-1.3966666460037231,0.973,0.6983333230018616,0.0,0.0,0.0,81.732,0,1000,0,0
2601,-1.3966660499572754,0.676,0.6983330249786377,0.0,0.0,0.0,56.784,0,1000,0,0
