packet_id,is_malware,was_dropped,latency_ns
965,1,1,1164
966,1,1,1512
967,1,1,1571
968,1,1,1123
969,1,1,1325
970,1,1,1251
971,1,1,1204
972,1,1,1269
973,1,1,1110
974,1,1,1284
975,1,1,1559
976,1,1,1334
977,1,1,1384
978,1,1,1210
979,1,1,1099
980,1,1,1562
981,1,1,1234
982,1,1,1296
983,1,1,1209
984,1,1,1264
985,1,1,1424
986,1,1,1205
987,1,1,1138
988,1,1,1611
989,1,1,1295
990,1,1,1195
991,1,1,1188
992,1,1,1913
993,1,1,1498
994,1,1,1171
995,1,1,1497
996,1,1,1266
997,1,1,1264
998,1,1,1255
999,1,1,1264
1000,1,1,35546
1001,1,1,15815
1002,1,1,2739
1003,1,1,2122
1004,1,1,1837
1005,1,1,2290
1006,1,1,1688
1007,1,1,1800
1008,1,1,1468
1009,1,1,1216
1010,1,1,1265
1011,1,1,1493
1012,1,1,1479
1013,1,1,1392
1014,1,1,1259
1015,1,1,1635
1016,1,1,1255
1017,1,1,1275
1018,1,1,1319
1019,1,1,1151
1020,1,1,1474
1021,1,1,1508
1022,1,1,1474
1023,1,1,2176
1024,1,1,6249
1025,1,1,1503
1026,1,1,1345
1027,1,1,1399
1028,1,1,1142
1029,1,1,1346
1030,1,1,1385
1031,1,1,1319
1032,1,1,1300
1033,1,1,1156
1034,1,1,1248
1035,1,1,1234
1036,1,1,1220
1037,1,1,1224
1038,1,1,1140
1039,1,1,1448
1040,1,1,1286
1041,1,1,1465
1042,1,1,1388
1043,1,1,1215
1044,1,1,1412
1045,1,1,1343
1046,1,1,1219
1047,1,1,1733
1048,1,1,1467
1049,1,1,1391
1050,1,1,1256
1051,1,1,1153
1052,1,1,1461
1053,1,1,1184
1054,1,1,1224
1055,1,1,1684
1056,1,1,1719
1057,1,1,1315
1058,1,1,1243
1059,1,1,1143
1060,1,1,1426
1061,1,1,1211
1062,1,1,1231
1063,1,1,1282
1064,1,1,1561
1065,1,1,1150
1066,1,1,1311
1067,1,1,1750
1068,1,1,1261
1069,1,1,1212
1070,1,1,1277
1071,1,1,1389
1072,1,1,1383
1073,1,1,1648
1074,1,1,1541
1075,1,1,1279
1076,1,1,1260
1077,1,1,1209
1078,1,1,1390
1079,1,1,1491
1080,1,1,1334
1081,1,1,1121
1082,1,1,1383
1083,1,1,1479
1084,1,1,1702
1085,1,1,1121
1086,1,1,1269
1087,1,1,1347
1088,1,1,1272
1089,1,1,1586
1090,1,1,1281
1091,1,1,1368
1092,1,1,1232
1093,1,1,1239
1094,1,1,1614
1095,1,1,1247
1096,1,1,1487
1097,1,1,1488
1098,1,1,1832
1099,1,1,1572
1100,1,1,1259
1101,1,1,1422
1102,1,1,1591
1103,1,1,1186
1104,1,1,1519
1105,1,1,1504
1106,1,1,1330
1107,1,1,1197
1108,1,1,1302
1109,1,1,1536
1110,1,1,1220
1111,1,1,1106
1112,1,1,1657
1113,1,1,1358
1114,1,1,1345
1115,1,1,1415
1116,1,1,1172
1117,1,1,1188
1118,1,1,1154
1119,1,1,1370
1120,1,1,1413
1121,1,1,1133
1122,1,1,1470
1123,1,1,1501
1124,1,1,1420
1125,1,1,1614
1126,1,1,1253
1127,1,1,1112
1128,1,1,1427
1129,1,1,1150
1130,1,1,1164
1131,1,1,1342
1132,1,1,1175
1133,1,1,1322
1134,1,1,1369
1135,1,1,1314
1136,1,1,1569
1137,1,1,1172
1138,1,1,1461
1139,1,1,1356
1140,1,1,1380
1141,1,1,1831
1142,1,1,1231
1143,1,1,1224
1144,1,1,12734
1145,1,1,2195
1146,1,1,1269
1147,1,1,1466
1148,1,1,1152
1149,1,1,1331
1150,1,1,1256
1151,1,1,1562
1152,1,1,1185
1153,1,1,1143
1154,1,1,1220
1155,1,1,1141
1156,1,1,1216
1157,1,1,1099
1158,1,1,1227
1159,1,1,1112
1160,1,1,1323
1161,1,1,1091
1162,1,1,1223
1163,1,1,1310
1164,1,1,1189
1165,1,1,1067
1166,1,1,1119
1167,1,1,1783
1168,1,1,1251
1169,1,1,1157
1170,1,1,1161
1171,1,1,1204
1172,1,1,11035
1173,1,1,2129
1174,1,1,1220
1175,1,1,1468
1176,1,1,1307
1177,1,1,1174
1178,1,1,1386
1179,1,1,1246
1180,1,1,1173
1181,1,1,1724
1182,1,1,1323
1183,1,1,1232
1184,1,1,1276
1185,1,1,1278
1186,1,1,1413
1187,1,1,1331
1188,1,1,1273
1189,1,1,1484
1190,1,1,1438
1191,1,1,1257
1192,1,1,1295
1193,1,1,1302
1194,1,1,4083
1195,1,1,1540
1196,1,1,1668
1197,1,1,1617
1198,1,1,1157
1199,1,1,1302
1200,1,1,1452
1201,1,1,1274
1202,1,1,1320
1203,1,1,1303
1204,1,1,1276
1205,1,1,1440
1206,1,1,1473
1207,1,1,1230
1208,1,1,1285
1209,1,1,1327
1210,1,1,1252
1211,1,1,1423
1212,1,1,1368
1213,1,1,1256
1214,1,1,1315
1215,1,1,1518
1216,1,1,1372
1217,1,1,51555
1218,1,1,67723
1219,1,1,13558
1220,1,1,1548
1221,1,1,1202
1222,1,1,1393
1223,1,1,1192
1224,1,1,1150
1225,1,1,1555
1226,1,1,1311
1227,1,1,1400
1228,1,1,1314
1229,1,1,1226
1230,1,1,1163
1231,1,1,1496
1232,1,1,1408
1233,1,1,1439
1234,1,1,1243
1235,1,1,1289
1236,1,1,1452
1237,1,1,1198
1238,1,1,9389
1239,1,1,1386
1240,1,1,1335
1241,1,1,1705
1242,1,1,1200
