packet_id,is_malware,latency_ns
1572,0,16433
1573,0,16000
1574,0,15993
1575,0,15357
1576,0,15869
1577,0,15602
1578,0,17057
1579,0,16369
1580,1,163292
1581,0,16669
1582,0,15091
1583,0,15324
1584,0,15019
1585,0,15707
1586,0,16142
1587,0,16016
1588,0,15840
1589,0,15983
1590,0,16302
1591,0,14732
1592,0,15174
1593,0,14632
1594,0,14292
1595,0,14996
1596,0,14953
1597,0,14801
1598,0,14834
1599,0,15062
1600,1,160081
1601,0,19326
1602,0,15422
1603,0,14889
1604,0,15541
1605,0,15417
1606,0,14970
1607,0,14841
1608,0,14848
1609,0,14947
1610,0,14598
1611,0,14573
1612,0,14660
1613,0,15171
1614,0,15590
1615,0,15169
1616,0,14923
1617,0,14818
1618,0,15886
1619,0,14957
1620,1,150192
1621,0,14906
1622,0,15033
1623,0,14892
1624,0,14565
1625,0,15306
1626,0,15143
1627,0,15286
1628,0,20118
1629,0,21974
1630,0,16654
1631,0,15739
1632,0,16147
1633,0,15772
1634,0,16033
1635,0,15928
1636,0,15731
1637,0,15799
1638,0,16035
1639,0,15909
1640,1,153923
1641,0,15186
1642,0,15276
1643,0,14757
1644,0,14911
1645,0,14889
1646,0,15320
1647,0,15312
1648,0,15105
1649,0,14811
1650,0,14629
1651,0,14647
1652,0,14200
1653,0,14601
1654,0,14787
1655,0,15004
1656,0,15414
1657,0,13811
1658,0,26514
1659,0,16164
1660,1,261113
1661,0,21652
1662,0,15627
1663,0,15033
1664,0,15072
1665,0,16567
1666,0,13826
1667,0,14455
1668,0,15120
1669,0,14914
1670,0,15264
1671,0,14486
1672,0,14759
1673,0,14861
1674,0,14813
1675,0,15064
1676,0,22157
1677,0,17096
1678,0,17790
1679,0,15040
1680,1,154081
1681,0,16148
1682,0,16983
1683,0,18840
1684,0,16087
1685,0,15050
1686,0,14696
1687,0,14966
1688,0,14764
1689,0,15147
1690,0,13611
1691,0,13830
1692,0,14016
1693,0,13950
1694,0,14548
1695,0,14711
1696,0,14689
1697,0,14897
1698,0,15410
1699,0,13964
1700,1,139339
1701,0,13952
1702,0,13565
1703,0,13788
1704,0,14374
1705,0,15215
1706,0,14647
1707,0,14906
1708,0,14871
1709,0,15080
1710,0,15072
1711,0,14121
1712,0,13735
1713,0,14014
1714,0,14286
1715,0,14140
1716,0,14222
1717,0,14348
1718,0,13848
1719,0,25788
1720,1,148879
1721,0,18527
1722,0,14563
1723,0,13987
1724,0,13882
1725,0,14003
1726,0,13888
1727,0,13927
1728,0,13796
1729,0,13906
1730,0,13912
1731,0,14640
1732,0,14806
1733,0,14924
1734,0,14745
1735,0,14768
1736,0,15014
1737,0,14992
1738,0,14407
1739,0,14877
1740,1,260818
1741,0,23694
1742,0,15896
1743,0,16371
1744,0,16274
1745,0,16163
1746,0,16315
1747,0,15854
1748,0,16483
1749,0,14643
1750,0,16179
1751,0,16241
1752,0,15681
1753,0,15716
1754,0,16140
1755,0,16126
1756,0,15547
1757,0,15954
1758,0,15010
1759,0,14847
1760,1,158801
1761,0,15233
1762,0,14675
1763,0,16018
1764,0,15868
1765,0,16475
1766,0,15919
1767,0,15680
1768,0,15932
1769,0,16998
1770,0,14963
1771,0,14479
1772,0,14726
1773,0,107888
1774,0,20418
1775,0,17992
1776,0,16859
1777,0,16765
1778,0,15654
1779,0,15700
1780,1,153759
1781,0,15383
1782,0,14957
1783,0,14832
1784,0,14861
1785,0,14862
1786,0,14775
1787,0,15105
1788,0,15101
1789,0,15225
1790,0,14934
1791,0,15025
1792,0,15823
1793,0,14865
1794,0,13914
1795,0,14240
1796,0,14850
1797,0,15075
1798,0,14541
1799,0,14510
1800,1,159384
1801,0,16411
1802,0,15176
1803,0,14562
1804,0,15158
1805,0,13833
1806,0,14348
1807,0,14626
1808,0,14850
1809,0,14973
1810,0,14122
1811,0,17698
1812,0,28219
1813,0,15331
1814,0,14731
1815,0,15013
1816,0,15845
1817,0,16274
1818,0,16269
1819,0,15811
1820,1,176052
1821,0,19908
1822,0,15243
1823,0,14895
1824,0,75514
1825,0,19358
1826,0,15021
1827,0,24593
1828,0,17232
1829,0,16209
1830,0,45564
1831,0,16632
1832,0,67581
1833,0,19450
1834,0,17743
1835,0,16562
1836,0,16070
1837,0,16565
1838,0,16635
1839,0,15349
1840,1,154637
1841,0,15108
1842,0,14832
1843,0,14746
1844,0,14603
1845,0,14921
1846,0,15005
1847,0,15459
1848,0,16015
1849,0,13598
1850,0,13793
1851,0,13755
1852,0,13667
1853,0,13640
1854,0,13458
1855,0,14121
1856,0,13934
1857,0,13648
1858,0,13957
1859,0,13992
1860,1,139893
1861,0,14443
1862,0,14143
1863,0,13881
